contest,candidate,votes,reporting_unit,county,ctv,municipality
PRESIDENT / VICE PRESIDENT,DEM KAMALA D. HARRIS / TIM WALZ,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,REP DONALD J. TRUMP / JD VANCE,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,CON RANDALL TERRY / STEPHEN BRODEN,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,LIB CHASE RUSSELL OLIVER / MIKE TER MAAT,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,WGR JILL STEIN / RUDOLPH WARE,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,IND CLAUDIA DE LA CRUZ / KARINA GARCIA,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,IND CORNEL WEST / MELINA ABDULLAH,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,"IND ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,WRITE-IN TOTALS,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,TOTAL VOTES CAST,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,OVERVOTES,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,UNDERVOTES,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
PRESIDENT / VICE PRESIDENT,CONTEST TOTALS,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,DEM KRISTIN LYERLY,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,REP TONY WIED,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,WRITE-IN TOTALS,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
SPECIAL REPRESENTATIVE IN CONGRESS DISTRICT 8,TOTAL VOTES CAST,0,TOWN OF BLACK CREEK W 1 & 2,OUTAGAMIE,T,BLACK CREEK
